"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","GeneAnno"
"chr8-124757161-124757954",6.28283446455431e-11,1.03151797256881,0.138,0.067,1.03261525842182e-05,"DC2pre-hm","chr8-124757161-124757954","MTSS1"
"chr22-29414569-29415517",1.83470004138456e-08,1.0111692045779,0.105,0.055,0.0030154212530176,"DC2pre-hm","chr22-29414569-29415517","AP1B1"
"chr8-89825883-89826897.1",1.36929715920445e-10,1.00758275411047,0.138,0.071,2.25050834601047e-05,"DC2pre-hm","chr8-89825883-89826897","RIPK2"
"chr17-37774312-37775043",7.84703211604735e-08,0.959727507412905,0.11,0.056,0.0128969896343296,"DC2pre-hm","chr17-37774312-37775043","AC091199.1"
"chr5-115634198-115634963",2.52931075455001e-07,0.95273956027793,0.102,0.052,0.0415704869064066,"DC2pre-hm","chr5-115634198-115634963","TMED7"
"chr11-34243611-34244452.1",6.09697487553623e-12,0.950767671534375,0.174,0.091,1.00206830566876e-06,"DC2pre-hm","chr11-34243611-34244452","ABTB2"
"chr13-30577052-30578000",3.89980857297469e-09,0.934649294713756,0.129,0.07,0.000640953038011255,"DC2pre-hm","chr13-30577052-30578000","HMGB1"
"chr9-129890407-129890765",3.40135925463005e-08,0.923294323320534,0.119,0.065,0.00559030400294721,"DC2pre-hm","chr9-129890407-129890765","FNBP1"
"chr10-63431961-63432565",5.00359311041589e-08,0.906800701444024,0.117,0.066,0.00822365545662404,"DC2pre-hm","chr10-63431961-63432565","JMJD1C"
"chr8-128076562-128077397.1",4.29752129342925e-08,0.904983072135086,0.12,0.067,0.00706319112181564,"DC2pre-hm","chr8-128076562-128077397","PVT1"
"chr5-139177871-139178739.1",1.47610707779872e-07,0.877014327089164,0.122,0.066,0.0242605578771608,"DC2pre-hm","chr5-139177871-139178739","SIL1"
"chr1-193211302-193212113",2.59627847154914e-07,0.845094021092968,0.12,0.07,0.0426711348191459,"DC2pre-hm","chr1-193211302-193212113","CDC73"
"chr6-159701087-159702070.1",8.76971212062639e-10,0.836843574392216,0.17,0.097,0.000144134603558555,"DC2pre-hm","chr6-159701087-159702070","SOD2"
"chr15-84992180-84993090.1",1.3366626991824e-08,0.828479206352452,0.151,0.086,0.00219687197924123,"DC2pre-hm","chr15-84992180-84993090","PDE8A"
"chr10-51380633-51381834.1",2.38813578513874e-10,0.795866000393951,0.195,0.117,3.92502056966478e-05,"DC2pre-hm","chr10-51380633-51381834","PRKG1"
"chr8-133057095-133057707.1",1.72982676401853e-08,0.763210024266187,0.169,0.101,0.00284305677800266,"DC2pre-hm","chr8-133057095-133057707","SLA"
"chr3-58259883-58261136.2",9.58146501178727e-08,0.756302001824992,0.155,0.095,0.015747616820123,"DC2pre-hm","chr3-58259883-58261136","ABHD6"
"chr9-134924889-134925448.1",1.293783647449e-07,0.751016396195215,0.15,0.094,0.0212639811376481,"DC2pre-hm","chr9-134924889-134925448","FCN1"
"chr6-10403680-10404794.1",4.46332376646646e-10,0.744742576470544,0.207,0.128,7.33569577637595e-05,"DC2pre-hm","chr6-10403680-10404794","TFAP2A"
"chr6-31776555-31777677.1",1.27266679282875e-08,0.736345652290827,0.179,0.11,0.0020916915073537,"DC2pre-hm","chr6-31776555-31777677","VWA7"
"chrX-1500654-1501504.2",2.6273279481674e-11,0.721381433734228,0.247,0.156,4.31814484921053e-06,"DC2pre-hm","chrX-1500654-1501504","P2RY8"
"chr2-109613312-109614939.1",2.12683260516558e-09,0.71524398932802,0.21,0.131,0.000349555572821988,"DC2pre-hm","chr2-109613312-109614939","SEPT10"
"chr9-99253210-99254436.2",1.69398512053886e-11,0.697045940439627,0.262,0.17,2.78414924486165e-06,"DC2pre-hm","chr9-99253210-99254436","SEC61B"
"chr2-177165741-177166634.1",3.20844181513079e-08,0.694415431466753,0.191,0.119,0.00527323454525822,"DC2pre-hm","chr2-177165741-177166634","AC079305.11"
"chr12-14220847-14221687.2",3.81591900712907e-09,0.68732528138738,0.21,0.139,0.000627165368416699,"DC2pre-hm","chr12-14220847-14221687","RP11-134N1.2"
"chr3-53269562-53270821.2",2.74372034768284e-08,0.686747628920844,0.187,0.123,0.00450944157743413,"DC2pre-hm","chr3-53269562-53270821","DCP1A"
"chr11-88484740-88485712.2",6.34774202841511e-09,0.680361959336229,0.221,0.137,0.00104328314108017,"DC2pre-hm","chr11-88484740-88485712","GRM5"
"chr6-2658680-2659311",2.83901080068924e-08,0.662999316586834,0.207,0.133,0.00466605620147279,"DC2pre-hm","chr6-2658680-2659311","MYLK4"
"chr22-49975607-49976769.2",3.41481481327148e-08,0.650154273441418,0.209,0.136,0.00561241888635234,"DC2pre-hm","chr22-49975607-49976769","PIM3"
"chr9-111037540-111039592.2",2.03597957389692e-07,0.643606072993981,0.19,0.125,0.0334623422867828,"DC2pre-hm","chr9-111037540-111039592","LPAR1"
"chr9-137150239-137151755.2",1.32572563033545e-15,0.599793230812276,0.434,0.301,2.17889635973783e-10,"DC2pre-hm","chr9-137150239-137151755","GRIN1"
"chr17-16285848-16288006.1",1.44818586077839e-10,0.577720687025877,0.32,0.221,2.38016587148233e-05,"DC2pre-hm","chr17-16285848-16288006","PIGL"
"chr7-20466281-20467175.1",1.03336474807918e-07,0.577713286855042,0.238,0.161,0.0169838663170554,"DC2pre-hm","chr7-20466281-20467175","ITGB8"
"chr13-28012135-28013432.1",8.62908975562019e-08,0.556351079451268,0.25,0.176,0.0141823404678496,"DC2pre-hm","chr13-28012135-28013432","FLT3"
"chr19-18304078-18305572",1.98502782677371e-08,0.522614665986459,0.3,0.212,0.00326249248469394,"DC2pre-hm","chr19-18304078-18305572","LSM4"
"chr7-28408433-28410027.1",1.43325457818225e-07,0.419956082267911,0.369,0.285,0.0235562556197144,"DC2pre-hm","chr7-28408433-28410027","CREB5"
"chr1-26579696-26580144",3.17458696442409e-79,5.20888179936172,0.116,0.003,5.21759240537921e-74,"DC2hm","chr1-26579696-26580144","RPS6KA1"
"chr1-16450965-16452399",2.88622689874455e-84,5.17388621615804,0.124,0.003,4.74365821943161e-79,"DC2hm","chr1-16450965-16452399","NECAP2"
"chr9-37377925-37378609",2.79126924696144e-92,4.91182448598732,0.14,0.005,4.58759057084347e-87,"DC2hm","chr9-37377925-37378609","LINC01627"
"chr2-65293862-65294406",7.15737900798636e-86,4.90068532294043,0.131,0.004,1.1763510268576e-80,"DC2hm","chr2-65293862-65294406","SPRED2"
"chr6-89013322-89013812",1.30055725471281e-69,4.67181938807701,0.109,0.005,2.13753087598323e-64,"DC2hm","chr6-89013322-89013812","RNGTT"
"chr19-39193800-39194342",8.77215970314592e-98,4.55120076172818,0.158,0.007,1.44174830801055e-92,"DC2hm","chr19-39193800-39194342","NCCRP1"
"chr12-112149501-112150020",2.2868807316751e-94,4.45521503267037,0.155,0.007,3.75860282654461e-89,"DC2hm","chr12-112149501-112150020","TRAFD1"
"chr12-1412532-1413331",1.39194243034007e-77,4.39063570918286,0.127,0.007,2.28772698138542e-72,"DC2hm","chr12-1412532-1413331","ERC1"
"chr7-105788605-105789298",2.06622318188014e-73,4.38299646259537,0.123,0.006,3.39594111057911e-68,"DC2hm","chr7-105788605-105789298","ATXN7L1"
"chr9-99276334-99276843",7.23282036491376e-69,4.34580631636056,0.115,0.006,1.1887501910754e-63,"DC2hm","chr9-99276334-99276843","SEC61B"
"chr8-143259487-143260652",5.34811527304573e-79,4.27488472289623,0.135,0.007,8.78989485701431e-74,"DC2hm","chr8-143259487-143260652","ZFP41"
"chr10-126408860-126409667",1.05680303102572e-62,4.10363496700098,0.111,0.006,1.73690862164233e-57,"DC2hm","chr10-126408860-126409667","LINC00601"
"chr15-78004280-78005363",3.54635679566765e-71,4.09307554009132,0.126,0.008,5.82861471151957e-66,"DC2hm","chr15-78004280-78005363","TBC1D2B"
"chr21-44686036-44687443",7.15152143027901e-80,3.98242854501509,0.145,0.009,1.17538830467351e-74,"DC2hm","chr21-44686036-44687443","TSPEAR"
"chr4-141390425-141390955",2.90732001502711e-57,3.9426557829427,0.106,0.007,4.7783258106978e-52,"DC2hm","chr4-141390425-141390955","RP11-362F19.3"
"chr4-70863062-70863797",4.55293662491428e-64,3.89197349744298,0.119,0.008,7.48297898987786e-59,"DC2hm","chr4-70863062-70863797","GRSF1"
"chr2-65286247-65286891",4.80136293311719e-77,3.77548574467762,0.146,0.011,7.89128004872476e-72,"DC2hm","chr2-65286247-65286891","ACTR2"
"chr5-10684848-10685413",2.92832442197009e-68,3.74897607849703,0.132,0.01,4.81284760372893e-63,"DC2hm","chr5-10684848-10685413","DAP"
"chr6-45164098-45165220",2.49322011939938e-54,3.70671557016282,0.106,0.008,4.09773192723885e-49,"DC2hm","chr6-45164098-45165220","SUPT3H"
"chr20-20425506-20426733",1.14722451367647e-67,3.70489114189774,0.13,0.011,1.88552084945296e-62,"DC2hm","chr20-20425506-20426733","RALGAPA2"
"chr2-64591248-64591676",1.57369319169583e-53,3.6922366449548,0.105,0.008,2.58644344521169e-48,"DC2hm","chr2-64591248-64591676","AC008074.1"
"chr21-43313276-43314244",3.12142358827879e-64,3.67007693072002,0.125,0.01,5.1302157385156e-59,"DC2hm","chr21-43313276-43314244","LINC00322"
"chr16-17027544-17028173",4.93615343038805e-97,3.62302690756318,0.19,0.016,8.11281497051428e-92,"DC2hm","chr16-17027544-17028173","XYLT1"
"chr10-31730393-31731165",7.34951670857155e-63,3.61521758531436,0.126,0.01,1.20792981863728e-57,"DC2hm","chr10-31730393-31731165","RP11-472N13.3"
"chr22-43802673-43803445",3.5432639498701e-54,3.58578003260926,0.109,0.009,5.82353146480901e-49,"DC2hm","chr22-43802673-43803445","EFCAB6"
"chr19-44990570-44990880",3.57243933585119e-63,3.57830240997936,0.128,0.011,5.87148267043822e-58,"DC2hm","chr19-44990570-44990880","CLPTM1"
"chr22-40602872-40603639",8.90361903632492e-72,3.56931498333717,0.144,0.012,1.46335430671518e-66,"DC2hm","chr22-40602872-40603639","MKL1"
"chr12-121512090-121512808.1",3.13478849531855e-104,3.56529624693804,0.206,0.018,5.1521816314808e-99,"DC2hm","chr12-121512090-121512808","KDM2B"
"chr10-11276411-11276807",2.28625497357049e-57,3.52506402710828,0.117,0.01,3.75757436181177e-52,"DC2hm","chr10-11276411-11276807","CELF2"
"chr6-36236801-36237427",1.57672416996571e-63,3.51376134791264,0.129,0.012,2.59142500954714e-58,"DC2hm","chr6-36236801-36237427","BRPF3"
"chr4-140980467-140981267.1",1.96070537744459e-91,3.47321128470414,0.189,0.017,3.22251732309906e-86,"DC2hm","chr4-140980467-140981267","RNF150"
"chr7-157297053-157297485",6.56325872694534e-76,3.47312607398195,0.158,0.014,1.0787043880671e-70,"DC2hm","chr7-157297053-157297485","RP5-1142J19.1"
"chr10-3886707-3887233",1.89526268855423e-71,3.45654623783285,0.151,0.014,3.1149589917733e-66,"DC2hm","chr10-3886707-3887233","RP11-464C19.3"
"chr6-88761360-88762175",3.5750445842614e-51,3.43736970633492,0.108,0.01,5.87576452646282e-46,"DC2hm","chr6-88761360-88762175","RNGTT"
"chr21-42474148-42475321",1.21779979418074e-67,3.43593649369482,0.142,0.014,2.00151485172575e-62,"DC2hm","chr21-42474148-42475321","RSPH1"
"chr17-79697099-79697655",2.05604938875041e-59,3.39607108742505,0.126,0.013,3.37921997288073e-54,"DC2hm","chr17-79697099-79697655","HP09025"
"chr6-404761-405323",7.77800759546412e-62,3.39471513721839,0.132,0.013,1.27835443835251e-56,"DC2hm","chr6-404761-405323","IRF4"
"chr6-73537677-73538178",1.51873108983304e-48,3.3199331797229,0.108,0.011,2.49611048269509e-43,"DC2hm","chr6-73537677-73538178","EEF1A1"
"chr2-7436212-7436798",2.24969866144536e-64,3.29338976663065,0.142,0.015,3.69749223501852e-59,"DC2hm","chr2-7436212-7436798","AC013460.1"
"chr2-98499463-98499983",2.53784720218919e-47,3.2683052962866,0.106,0.011,4.17107876915805e-42,"DC2hm","chr2-98499463-98499983","INPP4A"
"chr7-141585787-141586507",3.85271330475528e-49,3.25019807650542,0.109,0.012,6.33212695203054e-44,"DC2hm","chr7-141585787-141586507","AGK"
"chr3-98739081-98739647",4.22470557311742e-64,3.23000182060008,0.142,0.016,6.94351484469713e-59,"DC2hm","chr3-98739081-98739647","ST3GAL6"
"chr3-112115196-112115575",3.06022367736908e-64,3.22700715359776,0.143,0.016,5.02963062493995e-59,"DC2hm","chr3-112115196-112115575","C3orf52"
"chr8-680361-681367",1.03110645623524e-46,3.21018031895625,0.106,0.012,1.69467501614543e-41,"DC2hm","chr8-680361-681367","ERICH1"
"chr12-112152096-112152587",2.49286724775791e-55,3.19667841209589,0.127,0.014,4.09715196505251e-50,"DC2hm","chr12-112152096-112152587","TRAFD1"
"chr1-179935808-179936555",1.20250458703672e-65,3.18430258548012,0.149,0.017,1.97637641402421e-60,"DC2hm","chr1-179935808-179936555","RP11-533E19.2"
"chr1-6290140-6291478",2.02157277233056e-78,3.17206297594522,0.18,0.02,3.32255592996389e-73,"DC2hm","chr1-6290140-6291478","ACOT7"
"chr18-49581234-49582074",1.79289042529464e-58,3.1663066422384,0.134,0.015,2.94670505849301e-53,"DC2hm","chr18-49581234-49582074","LIPG"
"chr9-133956538-133957665.1",9.50189560065311e-112,3.14972192767256,0.25,0.03,1.56168405144534e-106,"DC2hm","chr9-133956538-133957665","VAV2"
"chr18-24957409-24958052",1.60801850134766e-51,3.14134597254462,0.119,0.014,2.64285880788995e-46,"DC2hm","chr18-24957409-24958052","RP11-958F21.1"
"chr12-120909631-120910309.1",1.04903050218493e-83,3.12271375256707,0.194,0.023,1.72413408186604e-78,"DC2hm","chr12-120909631-120910309","SPPL3"
"chr1-167681616-167682111",7.48666269189535e-44,3.0880237647741,0.105,0.012,1.23047044672646e-38,"DC2hm","chr1-167681616-167682111","RCSD1"
"chr8-27700499-27701103",3.07998323433197e-52,3.08042968588316,0.124,0.015,5.06210644478631e-47,"DC2hm","chr8-27700499-27701103","SCARA3"
"chr7-5541553-5542015",1.03074032625544e-47,3.06515447495514,0.114,0.014,1.69407326321713e-42,"DC2hm","chr7-5541553-5542015","ACTB"
"chr1-229570860-229571497",4.15603395982403e-54,3.05871289140942,0.129,0.016,6.83064961466878e-49,"DC2hm","chr1-229570860-229571497","ABCB10"
"chr2-187519557-187520578",2.48636656908101e-45,3.05793753477233,0.108,0.013,4.0864677746131e-40,"DC2hm","chr2-187519557-187520578","TFPI"
"chr8-122969919-122971122",1.29876065175301e-51,3.04306544298083,0.125,0.015,2.13457806918866e-46,"DC2hm","chr8-122969919-122971122","ZHX2"
"chr10-6182553-6183253",2.93844871084385e-47,3.04277017423585,0.113,0.014,4.82948737870741e-42,"DC2hm","chr10-6182553-6183253","PFKFB3"
"chr13-66656556-66657487",6.95603896696859e-44,3.03096161602903,0.108,0.013,1.14325978441612e-38,"DC2hm","chr13-66656556-66657487","PCDH9"
"chr12-96570972-96571892",6.06905341224797e-57,3.02767105645224,0.138,0.017,9.97479273570015e-52,"DC2hm","chr12-96570972-96571892","CFAP54"
"chr15-61092089-61093137",2.75822550426745e-56,3.02261878744912,0.137,0.017,4.53328152753877e-51,"DC2hm","chr15-61092089-61093137","RORA"
"chr9-129934107-129935143.1",4.41464083543554e-85,3.02196569647779,0.201,0.026,7.25568294508008e-80,"DC2hm","chr9-129934107-129935143","FNBP1"
"chr1-13702616-13703150",1.45432651133526e-41,2.99734996509568,0.102,0.013,2.39025833770506e-36,"DC2hm","chr1-13702616-13703150","PRDM2"
"chr3-119482831-119483464",1.47816776710721e-50,2.9808895391865,0.125,0.016,2.42944263362906e-45,"DC2hm","chr3-119482831-119483464","POGLUT1"
"chr7-43735661-43736286",8.11335057178579e-52,2.97795457229377,0.127,0.017,1.33346973322585e-46,"DC2hm","chr7-43735661-43736286","COA1"
"chr6-41155405-41156047",1.43860550132514e-48,2.96127649312726,0.122,0.015,2.36442007170293e-43,"DC2hm","chr6-41155405-41156047","TREML1"
"chr2-16970705-16972049",1.02780104662953e-59,2.92782603070915,0.149,0.021,1.68924241018796e-54,"DC2hm","chr2-16970705-16972049","AC080094.1"
"chr5-150623351-150624128",1.08692068495357e-63,2.91741723736556,0.159,0.022,1.78640849175545e-58,"DC2hm","chr5-150623351-150624128","SYNPO"
"chr2-74168194-74169064",3.04999445518546e-45,2.88410105419005,0.116,0.016,5.01281838682007e-40,"DC2hm","chr2-74168194-74169064","MOB1A"
"chr6-167110723-167111507.1",1.09113577547714e-69,2.86233561608778,0.178,0.025,1.79333620378545e-64,"DC2hm","chr6-167110723-167111507","RP11-517H2.6"
"chr2-8223021-8223741",7.64903353609748e-48,2.83920953152427,0.125,0.018,1.2571569068253e-42,"DC2hm","chr2-8223021-8223741","LINC00298"
"chr19-4225879-4226213",2.92570207993323e-44,2.82928126750371,0.117,0.017,4.80853765347426e-39,"DC2hm","chr19-4225879-4226213","ANKRD24"
"chr10-80155195-80156083",1.61881575617449e-48,2.82682306098032,0.13,0.018,2.66060463606058e-43,"DC2hm","chr10-80155195-80156083","ANXA11"
"chr8-18853281-18853825",1.27918031488399e-45,2.81865450526939,0.121,0.017,2.10239680652759e-40,"DC2hm","chr8-18853281-18853825","PSD3"
"chr2-127762707-127763286",4.44011339092513e-47,2.79767195052487,0.126,0.018,7.29754836365499e-42,"DC2hm","chr2-127762707-127763286","WDR33"
"chr1-236393824-236394435",5.71694183981423e-42,2.79407548342091,0.112,0.016,9.39607976082667e-37,"DC2hm","chr1-236393824-236394435","EDARADD"
"chr1-201780557-201781397",2.44530090035014e-45,2.79352322840625,0.121,0.018,4.01897429477047e-40,"DC2hm","chr1-201780557-201781397","NAV1"
"chr16-80719624-80721499",4.07595017894292e-65,2.78383150282675,0.175,0.025,6.69902791660164e-60,"DC2hm","chr16-80719624-80721499","CDYL2"
"chr15-63243484-63244211",5.5642673627207e-45,2.77955881820405,0.121,0.018,9.14515162399961e-40,"DC2hm","chr15-63243484-63244211","RAB8B"
"chr10-11199781-11200130",1.54023990982191e-42,2.77315773455556,0.117,0.017,2.5314613037878e-37,"DC2hm","chr10-11199781-11200130","CELF2"
"chr1-226733337-226733673",3.71257608229798e-46,2.77018312404001,0.125,0.018,6.10180442006085e-41,"DC2hm","chr1-226733337-226733673","ITPKB"
"chr12-22180518-22181321",1.27076597238705e-57,2.75223122746663,0.158,0.023,2.08856741391674e-52,"DC2hm","chr12-22180518-22181321","ST8SIA1"
"chr11-48103613-48104027",1.29625368832475e-41,2.74313740956812,0.114,0.017,2.13045774944614e-36,"DC2hm","chr11-48103613-48104027","PTPRJ"
"chr7-151336122-151336646",5.38613404711489e-51,2.73026360144381,0.141,0.021,8.85238061313567e-46,"DC2hm","chr7-151336122-151336646","NUB1"
"chr13-75299713-75300997.1",1.52207646411922e-57,2.71405426569155,0.158,0.025,2.50160877260314e-52,"DC2hm","chr13-75299713-75300997","TBC1D4"
"chr10-11272702-11273748.1",7.78724865030896e-86,2.71160491416139,0.232,0.037,1.27987325192153e-80,"DC2hm","chr10-11272702-11273748","CELF2"
"chr9-124324519-124325558",6.81792807447465e-37,2.70746301740009,0.102,0.016,1.12056056868028e-31,"DC2hm","chr9-124324519-124325558","NEK6"
"chr9-99239315-99239892.1",1.90474259422608e-70,2.69876386620064,0.192,0.031,3.13053969074027e-65,"DC2hm","chr9-99239315-99239892","SEC61B"
"chr11-86442182-86442820",4.95310662718771e-37,2.67889898355595,0.106,0.017,8.14067839711437e-32,"DC2hm","chr11-86442182-86442820","ME3"
"chr6-144049012-144049734",2.13154131167517e-37,2.65851138102082,0.106,0.017,3.50329472280373e-32,"DC2hm","chr6-144049012-144049734","PLAGL1"
"chr11-34231357-34232222",8.98470275683439e-57,2.65715597435537,0.158,0.027,1.47668082159952e-51,"DC2hm","chr11-34231357-34232222","ABTB2"
"chr4-141663822-141664552",2.10562575437797e-40,2.65329282812196,0.116,0.018,3.46070120860791e-35,"DC2hm","chr4-141663822-141664552","IL15"
"chr1-183180340-183181190",4.08867542538034e-36,2.64316752005264,0.104,0.017,6.71994249538386e-31,"DC2hm","chr1-183180340-183181190","LAMC2"
"chr2-237865778-237866485",6.60252529393514e-48,2.63763070688156,0.137,0.022,1.08515804468471e-42,"DC2hm","chr2-237865778-237866485","RAMP1"
"chr5-77256265-77256673",1.08245567987263e-39,2.62854736394748,0.114,0.019,1.77907003265467e-34,"DC2hm","chr5-77256265-77256673","PDE8B"
"chr6-137908475-137909211.1",8.95443232142047e-66,2.61316763079407,0.19,0.032,1.47170572418706e-60,"DC2hm","chr6-137908475-137909211","TNFAIP3"
"chr22-24513399-24513676",3.75464797478997e-45,2.60915098358636,0.13,0.022,6.17095167896605e-40,"DC2hm","chr22-24513399-24513676","UPB1"
"chr1-153732196-153732577",3.16406457874818e-40,2.60535275481179,0.121,0.019,5.20029833840156e-35,"DC2hm","chr1-153732196-153732577","INTS3"
"chr21-14559014-14559611",8.28611031947102e-44,2.60124662853462,0.126,0.022,1.36186366155666e-38,"DC2hm","chr21-14559014-14559611","SAMSN1"
"chr1-154465880-154467514.1",1.08284579317587e-97,2.59381329800282,0.275,0.047,1.77971120337421e-92,"DC2hm","chr1-154465880-154467514","IL6R"
"chr17-48111617-48112042",7.4001630694052e-58,2.59268389238221,0.168,0.029,1.21625380127209e-52,"DC2hm","chr17-48111617-48112042","SNX11"
"chr3-127808115-127808714.1",1.47806763479088e-61,2.58464179178831,0.18,0.03,2.42927806116055e-56,"DC2hm","chr3-127808115-127808714","MGLL"
"chr2-38438781-38439492",1.42583550385721e-34,2.57063123882579,0.101,0.018,2.34343194236451e-29,"DC2hm","chr2-38438781-38439492","AC016995.3"
"chr21-14567058-14568302",5.78946585278232e-53,2.56048348702323,0.158,0.028,9.51527660234038e-48,"DC2hm","chr21-14567058-14568302","SAMSN1"
"chr18-63262311-63262879",2.22769940460662e-49,2.55816696061559,0.148,0.025,3.66133535644121e-44,"DC2hm","chr18-63262311-63262879","BCL2"
"chr3-183143935-183144780.1",5.24740586950891e-60,2.54771079537105,0.178,0.031,8.62437391683136e-55,"DC2hm","chr3-183143935-183144780","LAMP3"
"chr2-225013611-225014354",1.44790539250864e-49,2.54511678453289,0.151,0.025,2.37970490785758e-44,"DC2hm","chr2-225013611-225014354","DOCK10"
"chr14-24123434-24124398",2.95084572897581e-38,2.54219311585005,0.116,0.02,4.8498624978582e-33,"DC2hm","chr14-24123434-24124398","DCAF11"
"chr1-157363208-157364780",2.14621550861032e-34,2.54155781411647,0.104,0.018,3.52741249917648e-29,"DC2hm","chr1-157363208-157364780","RP11-85G21.2"
"chr22-41478334-41479419",1.43087222008027e-52,2.52901139822305,0.158,0.028,2.35171003731293e-47,"DC2hm","chr22-41478334-41479419","ACO2"
"chr13-43697374-43698378",4.19588114798111e-37,2.52025426503335,0.112,0.02,6.89614046076435e-32,"DC2hm","chr13-43697374-43698378","ENOX1"
"chr6-150636807-150637180",6.81443648417523e-33,2.51855160731624,0.1,0.018,1.11998670835662e-27,"DC2hm","chr6-150636807-150637180","PLEKHG1"
"chr2-207288518-207289302",1.62892552343189e-54,2.51214015598216,0.165,0.03,2.67722054403649e-49,"DC2hm","chr2-207288518-207289302","AC007879.6"
"chr2-136309973-136310638",3.82964323621658e-43,2.49805237722381,0.133,0.024,6.29421014088377e-38,"DC2hm","chr2-136309973-136310638","CXCR4"
"chr9-37370965-37372315",3.61832270409299e-48,2.48820700445117,0.149,0.027,5.94689428031203e-43,"DC2hm","chr9-37370965-37372315","LINC01627"
"chr10-13907456-13907896",3.71595263041317e-42,2.48660420329841,0.13,0.023,6.10735394571557e-37,"DC2hm","chr10-13907456-13907896","FRMD4A"
"chr2-190794359-190795118",2.34083935537402e-38,2.48117133675922,0.118,0.022,3.84728652252498e-33,"DC2hm","chr2-190794359-190795118","GLS"
"chr5-77259084-77259830",1.08439663732026e-46,2.48019929139939,0.142,0.027,1.78226009326771e-41,"DC2hm","chr5-77259084-77259830","PDE8B"
"chr6-37561883-37562486",1.3316548535345e-35,2.47975293731452,0.113,0.02,2.18864133452663e-30,"DC2hm","chr6-37561883-37562486","RP1-153P14.5"
"chr7-151830457-151831417",3.65972566878261e-34,2.47848417899579,0.107,0.019,6.01494212292766e-29,"DC2hm","chr7-151830457-151831417","PRKAG2"
"chr3-112364026-112364862",3.62394799225096e-46,2.46261238258801,0.147,0.027,5.95613972266406e-41,"DC2hm","chr3-112364026-112364862","CD200"
"chr3-16378677-16379262",1.67089529088909e-41,2.45959569761547,0.128,0.024,2.74619995534077e-36,"DC2hm","chr3-16378677-16379262","RFTN1"
"chr8-29500036-29500464",2.51850301022143e-44,2.44756522189652,0.14,0.026,4.13928562244943e-39,"DC2hm","chr8-29500036-29500464","RP11-486M23.1"
"chr11-118841257-118842129",9.94312643766073e-46,2.44306039955695,0.143,0.027,1.63420254566173e-40,"DC2hm","chr11-118841257-118842129","CXCR5"
"chr4-78637801-78639037",2.03676752970121e-54,2.43810476772008,0.17,0.033,3.34752927344042e-49,"DC2hm","chr4-78637801-78639037","LINC01094"
"chr3-46681749-46682617",2.17027478384432e-46,2.43221157357195,0.145,0.029,3.56695512098734e-41,"DC2hm","chr3-46681749-46682617","ALS2CL"
"chr2-65291126-65291809",8.50157271424132e-37,2.42147851680954,0.116,0.023,1.39727598344913e-31,"DC2hm","chr2-65291126-65291809","SPRED2"
"chr1-209611476-209612030",1.36940444481312e-38,2.41766656998655,0.125,0.023,2.2506846752726e-33,"DC2hm","chr1-209611476-209612030","CAMK1G"
"chr1-192552852-192553271",8.57158424047359e-41,2.4113451990144,0.129,0.025,1.40878272784304e-35,"DC2hm","chr1-192552852-192553271","RP5-1011O1.3"
"chr11-64715030-64715424",3.72313878080291e-36,2.40138041099292,0.117,0.022,6.11916474318862e-31,"DC2hm","chr11-64715030-64715424","NRXN2"
"chr3-16741338-16742317",4.844469021019e-42,2.39375976176069,0.138,0.026,7.96212705949577e-37,"DC2hm","chr3-16741338-16742317","AC091493.2"
"chr2-144358622-144359357",1.28538760536497e-38,2.39350045781292,0.125,0.024,2.11259879879759e-33,"DC2hm","chr2-144358622-144359357","ZEB2"
"chr2-60806966-60807632",1.55999387864617e-31,2.3928656376099,0.102,0.02,2.56392793924892e-26,"DC2hm","chr2-60806966-60807632","PAPOLG"
"chr8-128000982-128001585",3.29329944987435e-32,2.38566814346765,0.106,0.02,5.41270231084098e-27,"DC2hm","chr8-128000982-128001585","PVT1"
"chr3-71083659-71084398.1",4.28844094252631e-68,2.38555213166494,0.217,0.043,7.04826711108912e-63,"DC2hm","chr3-71083659-71084398","FOXP1"
"chr1-201391699-201392598",1.8783662852135e-34,2.38469584705876,0.113,0.022,3.08718890806265e-29,"DC2hm","chr1-201391699-201392598","LAD1"
"chr5-17230202-17230507",7.6130668020625e-40,2.38369302111945,0.129,0.025,1.25124559425298e-34,"DC2hm","chr5-17230202-17230507","BASP1"
"chr22-39148811-39149078",2.03980954665534e-33,2.37922070667789,0.109,0.022,3.35252898040538e-28,"DC2hm","chr22-39148811-39149078","CBX7"
"chr2-159895123-159895761",1.99998574913607e-42,2.37515261717787,0.139,0.027,3.28707657799259e-37,"DC2hm","chr2-159895123-159895761","LY75-CD302"
"chr11-20489761-20490435",2.0689496025845e-41,2.37500937965249,0.136,0.027,3.40042211932775e-36,"DC2hm","chr11-20489761-20490435","PRMT3"
"chr11-115884857-115885776",1.15897170119405e-31,2.37170923322831,0.105,0.02,1.90482793949748e-26,"DC2hm","chr11-115884857-115885776","AP000797.3"
"chr18-63150912-63151343",2.34717343590746e-32,2.37114276748777,0.108,0.021,3.85769690058571e-27,"DC2hm","chr18-63150912-63151343","BCL2"
"chr3-122265920-122266387",7.63037434371754e-43,2.36125984965334,0.14,0.029,1.2540901752617e-37,"DC2hm","chr3-122265920-122266387","CASR"
